Code,Region,Income,Country_Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CRI,Latin America & Caribbean,Upper middle income,Costa Rica,2021.548779,1068.502425,1032.997004,1213.55646,1373.939261,1432.081248,1572.455025,1571.29231,1558.505869,1727.870961,1831.000151,2247.373379,2605.805225,2841.64278,3031.888771,3265.693381,3215.105687,3391.977735,3597.434509,3668.802068,3789.053886,3960.307703,4042.705686,4147.824369,4404.711884,4676.379366,5227.465952,6103.741917,6901.388306,6801.036735,8227.127494,9229.834517,10075.00462,10744.09102,10847.16967,11642.77805,12011.22275,12225.57449,12485.4239,12693.82796,12140.85415
CIV,Sub-Saharan Africa,Lower middle income,Cote d'Ivoire,1266.623877,1004.634373,863.3334326,747.7561819,717.8976675,703.5195152,888.5285805,942.9310075,924.3272452,848.2895443,905.3220195,848.7531159,870.4807017,832.2830587,605.2633669,774.6713757,1232.253656,1192.779461,1258.52471,1177.040794,1007.46739,997.4787843,1047.752265,1207.512648,1308.28782,1309.591653,1347.988824,1500.167805,1738.192101,1689.344762,1701.475702,1744.938897,1684.781586,1935.946845,1561.464413,1972.545683,2013.381448,2111.026557,2314.050958,2276.332394,2325.723705
HRV,Europe & Central Asia,High income,Croatia,,,,,,,,,,,,,,,,4917.085371,5283.005005,5312.369502,5691.10952,5246.935968,4887.713716,5412.925136,6293.225299,8129.794584,9747.440771,10621.50746,11797.47447,14046.31681,16416.58681,14653.04355,14067.52312,14757.18034,13401.65662,13837.73164,13762.37286,11933.37738,12527.73986,13629.28959,15227.5601,15311.7669,14134.16268
CUB,Latin America & Caribbean,Upper middle income,Cuba,2021.724635,2035.607231,2107.932429,2224.653486,2396.353662,2269.825219,2378.910723,2451.132999,2640.918422,2572.691695,2703.168294,2278.210387,2057.103595,2073.093712,2624.757035,2794.738808,2286.929054,2308.146615,2331.462691,2558.904101,2747.100303,2837.73573,2999.241763,3197.133185,3395.710843,3786.66345,4683.569067,5208.718388,5411.269492,5529.669375,5730.354264,6139.718783,6497.314764,6837.71168,7133.337679,7694.014637,8060.796598,8541.213686,8824.194008,9125.878679,9477.852873
CUW,Latin America & Caribbean,High income,Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20146.38641,20587.39736,20462.71795,20258.00969,19951.3279,19555.36585,19457.53152,19630.89349,19701.27038,16745.72431
CYP,Europe & Central Asia,High income,Cyprus,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15261.41056,15139.22613,14234.24438,15092.82625,15287.91913,14388.34806,14821.44682,16093.21461,20252.23898,23792.62136,24959.25917,26729.3234,31244.92622,35397.36368,32109.24251,31023.63833,32396.38574,28912.15694,27729.1927,27163.33297,23408.33668,24605.92083,26444.07438,29089.47133,28288.46158,26623.80089
CZE,Europe & Central Asia,High income,Czech Republic,,,,,,,,,,,3941.503094,2896.609131,3372.86543,3956.17835,4630.551217,5824.121291,6532.837055,6034.488437,6489.703619,6337.41912,6029.038193,6637.041657,8060.868703,9818.568493,11749.85266,13430.6699,15261.79759,18466.54793,22804.57768,19861.69743,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23419.73561,23660.14881,22932.22497
DNK,Europe & Central Asia,High income,Denmark,13883.88714,12081.80105,11804.43289,11857.89214,11562.91908,12253.10021,17201.08881,21340.72786,22527.04673,21901.05475,26891.44645,27011.37746,29569.66036,27597.97523,29995.57962,35351.36546,35650.71409,32835.93994,33368.14242,33440.79481,30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61591.92887,59775.7351,61063.31643
DJI,Middle East & North Africa,Lower middle income,Djibouti,,,,,,801.1821394,,761.4594417,748.2037355,725.754116,766.1474429,762.0125774,777.2673846,753.5092242,790.034804,789.5555265,767.5062771,760.6407761,755.7594723,765.8583232,768.1835703,780.9039613,791.3841807,818.8687857,863.2360874,904.7366795,967.6795838,1052.719117,1223.852363,1267.317394,1343.275125,1451.548081,1559.240651,2312.720948,2464.294905,2658.949245,2802.166204,2914.358197,3141.861711,3414.916178,3425.484176
DMA,Latin America & Caribbean,Upper middle income,Dominica,966.6301991,1090.200907,1193.510061,1324.649475,1478.171746,1632.247367,1863.506067,2113.927152,2402.771781,2617.816846,2860.322479,3122.653182,3317.824671,3466.998869,3721.272367,3860.800538,4120.581185,4292.11368,4593.863345,4751.092101,4787.801441,4883.003024,4770.851894,4897.308367,5216.872434,5160.889141,5518.4232,5951.863413,6468.944767,6903.145806,6967.364955,7065.460372,6849.455933,7016.380071,7317.486143,7597.288894,8080.968623,7274.517731,7687.462963,8516.280039,7003.859021
DOM,Latin America & Caribbean,Upper middle income,Dominican Republic,1164.952225,1273.826441,1362.510669,1487.275828,1831.086459,780.3858658,928.0322488,865.8317545,783.0354013,955.5173748,991.6148411,1351.2985,1566.529623,1733.399536,1905.943496,2127.748089,2293.754381,2476.060403,2638.31327,2653.225124,2869.178139,2977.43451,3110.325447,2418.350422,2487.329061,3932.784407,4109.033591,4707.795052,5087.983213,5039.403122,5555.392014,5913.426649,6110.366576,6238.132367,6608.825501,6921.520594,7280.88361,7609.353275,8050.644076,8282.117131,7268.19691
ECU,Latin America & Caribbean,Upper middle income,Ecuador,2238.217084,2660.612801,2369.950657,1988.787323,1912.431271,1891.562479,1648.01456,1464.492936,1337.889895,1390.213114,1489.529946,1622.208088,1688.504752,1727.755003,2026.113077,2132.906783,2155.51815,2356.369857,2293.889735,1578.934298,1445.279324,1894.616196,2172.101877,2425.851842,2691.277685,3002.138604,3328.884156,3567.837186,4249.01897,4231.619235,4633.591284,5200.555108,5682.046108,6056.331213,6377.093929,6124.490887,6060.092962,6213.503127,6295.934662,6222.524653,5600.389615
EGY,Middle East & North Africa,Lower middle income,"Egypt, Arab Rep.",500.3550452,498.5591159,607.2815228,662.6872884,708.1957476,792.824042,815.2486949,778.1168872,655.0678055,725.6298025,765.6420055,651.0775476,713.4525483,777.8577351,849.4524991,965.1108694,1063.333044,1208.71992,1281.396914,1343.551963,1450.476242,1378.203383,1191.103239,1102.468199,1062.158092,1186.393313,1397.43669,1667.317998,2044.527804,2331.26884,2645.968759,2791.810766,3229.68563,3262.657586,3379.557986,3562.932658,3519.87324,2444.290387,2537.125185,3019.092283,3569.206841
SLV,Latin America & Caribbean,Lower middle income,El Salvador,778.448009,736.5911467,717.5438904,729.7387104,751.7250214,769.8035753,753.9799282,781.0600073,816.2199828,840.7123359,914.1317947,983.1815042,1073.310253,1216.700841,1380.708375,1585.108896,1684.784505,1778.836337,1886.359966,1930.627457,2001.540049,2072.301591,2124.10182,2209.497245,2278.43033,2428.568879,2631.822739,2786.157774,2933.39424,2858.483344,2983.228806,3266.010978,3428.409332,3509.526536,3589.042885,3705.579704,3805.995686,3910.254403,4052.624775,4167.730939,3798.636521
GNQ,Sub-Saharan Africa,Upper middle income,Equatorial Guinea,202.6274483,138.9394517,155.6174781,144.1963121,151.772907,176.4150588,207.052649,243.737477,254.5355336,217.0723884,267.4680729,256.2263358,301.177109,294.0705049,210.4095434,285.5525482,450.6460023,824.5510831,663.7247513,1067.643955,1725.557584,2313.165937,2744.191483,3618.544476,6152.131238,10963.40638,12857.36882,15908.41119,22942.6101,16668.1217,17288.8426,21641.6939,21711.15159,20390.73727,19394.08066,11283.39805,9250.316493,9667.857801,10005.61679,8419.933336,7143.238705
ERI,Sub-Saharan Africa,Low income,Eritrea,,,,,,,,,,,,,211.3320034,208.9994799,239.6680867,262.2305348,315.7506824,312.724395,337.8865923,307.9099092,308.1341868,316.8239534,293.9556724,334.5855715,407.769077,388.5959475,415.0360305,439.8321034,450.6323989,595.1099872,501.355317,642.5082588,,,,,,,,,
EST,Europe & Central Asia,High income,Estonia,,,,,,,,,,,,,,,,3134.389753,3380.926302,3682.952301,4093.392477,4140.936602,4070.609024,4505.858332,5341.628947,7203.523038,8914.103557,10412.64431,12639.40007,16744.58445,18204.96648,14711.73527,14663.04461,17464.92008,17404.2008,19050.58592,20234.11742,17395.04062,18282.92339,20387.28315,23052.30126,23397.12001,23027.027
ETH,Sub-Saharan Africa,Low income,Ethiopia,,203.5570003,208.3423913,224.6274002,205.6237929,233.2186961,234.6821764,242.9615459,243.7358577,248.0227457,254.2432622,271.3943735,204.0501815,165.693228,125.5495813,134.3429602,145.1669013,141.5086199,125.0761411,119.6840763,124.4607909,120.7657837,111.9272251,119.490396,136.46625,162.4327286,194.6874329,244.2860523,326.4368228,380.5690032,341.5541227,354.4795719,467.0778718,499.5315302,566.9264029,640.5419231,717.1248698,768.5230154,771.5248663,855.7608852,936.3404611
FRO,Europe & Central Asia,High income,Faroe Islands,,,,,,,,,,,,,,,,,,,24035.28964,24129.41289,22651.86198,24418.70328,26731.65857,31493.31915,35467.17547,36198.54377,41521.67506,47885.69888,50863.95379,47441.91598,48541.40119,52092.60338,49459.71723,54843.31929,59433.83457,52400.29728,56854.10265,59993.09063,62918.14619,64225.2649,
FJI,East Asia & Pacific,Upper middle income,Fiji,1892.876822,1898.010864,1786.857167,1638.383941,1681.705084,1603.219354,1795.370458,1631.958103,1535.399195,1632.187846,1835.123058,1881.761794,2058.379603,2167.095454,2384.726456,2540.980879,2713.827761,2636.67216,2066.068854,2401.686422,2069.317455,2030.246351,2248.714191,2818.91392,3311.159895,3627.632856,3715.932657,4040.152119,4167.694935,3362.820495,3652.535933,4371.447385,4591.577015,4840.72727,5605.609148,5390.714207,5651.272721,6101.02389,6317.41372,6175.890653,5057.631913
FIN,Europe & Central Asia,High income,Finland,11223.93756,10926.81797,10938.12206,10497.48,10833.86629,11398.10595,14951.04679,18571.05993,22047.79332,23973.23948,28364.64508,25484.73929,22319.05946,17608.81239,20301.33309,26271.59981,25783.45049,24691.87281,26009.26949,26177.34798,24285.46682,24946.18919,26869.6749,32855.13263,37702.84538,39040.28888,41188.0937,48414.84509,53554.03892,47293.99283,46459.97325,51081.99767,47710.79022,49878.04324,50260.29986,42784.69836,43784.28396,46297.49635,49964.49991,48678.31413,48773.28117
FRA,Europe & Central Asia,High income,France,12713.36517,11104.98134,10496.92855,9993.421182,9419.696143,9763.327404,13540.24637,16302.44738,17679.99669,17694.30932,21793.83554,21675.06499,23813.71225,22380.10775,23496.52015,26890.21762,26871.83127,24228.94639,24974.27386,24673.20305,22364.02939,22433.55498,24177.33556,29568.3888,33741.26192,34760.18502,36443.62631,41508.43269,45334.11796,41575.42196,40638.33525,43790.72602,40874.70039,42592.93539,43011.2631,36638.18493,37037.37419,38685.25849,41572.48501,40578.64429,39030.36037
PYF,East Asia & Pacific,High income,French Polynesia,8885.644455,8103.453324,7907.982239,7977.589853,8005.802085,8514.273652,12659.10948,13630.02523,14051.4108,13470.02737,15913.51087,16038.83667,17169.70348,17539.54727,16444.15505,18262.42169,17788.07039,15724.04512,16303.0238,16074.27103,14324.11866,,,,,,,,,,,,,,,,,,,,
GAB,Sub-Saharan Africa,Upper middle income,Gabon,5892.099285,5186.377144,4736.033894,4325.29785,4423.52051,4038.068544,4004.035275,3755.470817,4267.805094,4532.151139,6268.918008,5536.998373,5578.038555,4252.065348,3963.879297,4570.571304,5116.196625,4667.193121,3831.780668,3888.879467,4135.99238,3993.031336,4141.434366,4933.46217,5739.613204,6891.36192,7221.369877,8458.309179,10254.17196,7721.018953,8849.322608,10809.68495,9813.505747,9683.58162,9663.42411,7384.700704,6984.419712,7230.434912,7959.007267,7766.996554,6881.715192
GMB,Sub-Saharan Africa,Low income,"Gambia, The",378.312989,332.6806063,318.6078621,304.8374354,244.3733422,298.6604123,234.6562868,265.4916532,305.3136177,310.2993373,331.8177403,695.4109885,695.1553715,711.726181,682.2141569,696.4495843,728.6690719,669.401096,678.6761783,637.9390629,594.1493885,505.4216361,411.7718939,335.906217,642.7562183,665.7202157,662.3628772,780.3810509,924.5098746,833.2813604,860.6364339,762.7631177,742.7776286,700.5160422,607.4299047,660.7235712,690.7804932,679.7550717,732.7207273,772.0459142,773.0020701
GEO,Europe & Central Asia,Upper middle income,Georgia,,,,,,,,,,,1614.648226,,,547.3348931,519.8575812,578.3446099,689.0594414,807.0322858,851.5259582,673.5434387,749.908535,801.9904139,853.5164537,1010.00798,1305.047486,1642.760938,1996.057129,2635.353882,3324.735879,2822.66743,3233.295943,4021.743306,4421.818242,4623.745725,4739.188338,4014.185944,4062.169888,4357.000936,4722.787783,4697.983652,4266.690795
DEU,Europe & Central Asia,High income,Germany,12138.3081,10209.07312,9913.737642,9864.34494,9313.169412,9429.569217,13461.831,16677.51079,17931.28232,17764.37645,22303.96133,23357.75773,26438.23039,25522.62957,27076.60675,31658.34938,30485.86655,26964.04947,27289.05936,26725.91522,23635.92922,23607.88286,25077.72908,30243.57653,34044.05363,34507.36881,36323.44774,41587.2129,45427.15168,41485.90165,41531.9342,46644.77603,43858.36306,46285.76407,47959.99327,41086.72967,42107.51727,44542.2952,47950.18081,46794.89929,46208.42947
GHA,Sub-Saharan Africa,Lower middle income,Ghana,402.0607078,372.0774435,345.6413332,337.1633482,355.6667037,352.3527144,435.0681877,374.4703415,372.6839796,365.8896827,398.6370811,433.7732648,409.7463898,370.4194549,328.7445269,379.9879849,397.135755,384.7963283,407.523237,410.3340116,258.4710399,269.0149848,304.564636,367.8213621,417.5080667,492.5440562,913.3938493,1081.166318,1217.064435,1077.662058,1299.345212,1549.462719,1587.560932,2361.090324,2012.264247,1774.074771,1971.956935,2074.290733,2260.860567,2246.625578,2205.529016
GIB,Europe & Central Asia,High income,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,Europe & Central Asia,High income,Greece,5893.661893,5380.26762,5579.234615,5019.878771,4852.565667,4813.711205,5656.505332,6564.884427,7598.028005,7846.678122,9600.185235,10188.36978,11176.45842,10401.98301,11091.28385,12959.32429,13749.11511,13427.83251,13472.13761,13245.18944,12042.95371,12538.17887,14110.31337,18477.57836,21955.10414,22551.73577,24801.15778,28827.32639,31997.28202,29710.97023,26690.60742,25450.53412,21914.25173,21781.59535,21587.95755,18076.60676,17911.79938,18536.19072,19747.34258,19133.75776,17622.541
GRL,Europe & Central Asia,High income,Greenland,9483.173076,8544.058329,7813.690667,7988.170959,7198.702247,7760.828404,11271.32143,14554.38754,16398.01109,16813.68395,18326.80512,18315.1963,18768.93014,16797.45886,18123.96303,21665.7019,21422.35754,19145.49604,20496.66137,20170.43842,19004.10729,19275.47334,20652.87833,27459.76278,32023.45221,32489.78191,35458.12312,39780.95144,44367.05565,44918.56488,43988.33249,47186.98147,45936.76595,47535.58995,50484.92757,44536.40131,48181.87419,50765.69565,54270.82231,53041.30331,
GRD,Latin America & Caribbean,Upper middle income,Grenada,1245.624686,1276.370366,1346.858115,1372.667697,1477.915659,1678.073246,1872.468608,2162.530245,2408.714548,2757.88844,2886.998204,3117.889831,3192.231908,3153.818283,3272.553373,3411.96696,3632.678677,3861.397822,4370.618317,4705.790063,5056.977259,5041.012235,5213.795649,5682.705378,5741.653658,6645.985549,6658.223586,7212.986819,7832.349081,7290.834938,7258.166561,7291.74167,7444.089075,7789.632355,8370.040472,9096.538652,9628.259169,10152.83281,10466.88221,10827.43529,9261.551876
GUM,East Asia & Pacific,High income,Guam,,,,,,,,,,,,,,,,,,,,,,,21594.03969,22628.27869,24472.78202,26596.21479,26713.05839,27680.54996,29288.78186,30320.53859,31040.0843,31210.47029,32908.30677,33656.45357,34843.20557,35829.25036,36214.00692,36601.91988,36556.67491,38040.58699,34624.34013
GTM,Latin America & Caribbean,Lower middle income,Guatemala,1143.440402,1217.26402,1200.249234,1212.716559,1234.702641,1233.080944,892.2929065,850.2185121,915.3980653,955.1134609,845.3069621,1011.754966,1093.962908,1164.374025,1293.470198,1424.682543,1487.607658,1649.001602,1755.849582,1619.510736,1664.298958,1550.360366,1682.994501,1737.879287,1859.098363,2068.500129,2251.087963,2490.749127,2802.461962,2651.817123,2852.547327,3228.045741,3355.036919,3522.773706,3779.642336,3994.636913,4173.301666,4454.04815,4478.424646,4638.634943,4603.339617
GIN,Sub-Saharan Africa,Low income,Guinea,,,,,,,354.421365,351.9090455,398.5461528,394.3311424,419.8098708,461.3753125,489.0716041,475.426317,477.7624592,508.1015161,518.3656626,493.8221614,456.4914841,429.7196923,363.4822793,336.1540207,343.6026312,393.7396899,407.3009759,322.41554,453.4037133,659.992931,715.0965267,674.0854826,672.4249304,651.1361134,717.0505359,769.0031667,787.2385644,769.2554754,732.2915119,855.5752706,955.1112811,1058.143368,1194.037865
GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,141.5593514,194.9246536,204.2487981,197.0310455,162.6721541,164.9419353,145.9054808,190.4523799,176.2593916,223.4714185,250.149442,257.7891756,221.7991653,227.0232453,220.9604242,233.2432587,243.4382959,237.1300773,178.8483647,190.6723062,308.9103184,319.9574494,333.0585793,372.0561949,405.0751184,436.4752202,430.0039403,493.7219932,599.9952372,559.4145709,558.1746681,703.6605673,616.375664,634.6620391,623.3130914,603.3993815,661.4578387,738.5499449,802.7673851,749.453747,727.5201717
GUY,Latin America & Caribbean,Upper middle income,Guyana,773.1816708,729.6050922,616.9607897,628.1936565,564.5278745,588.6103534,660.1519,468.138331,551.2621746,509.3737497,533.5383588,468.1583109,499.0317093,602.1438729,712.7128542,816.5354249,927.1885834,988.3413168,951.9124771,926.7403362,954.4003181,955.6653806,974.9491933,997.2113729,1056.423886,1105.506825,3188.67316,3658.479967,4050.786237,4233.766143,4580.698762,4908.566448,5378.810878,5489.140726,5407.147366,5576.825852,5811.397924,6124.95367,6145.819277,6609.51128,6955.939217
HTI,Latin America & Caribbean,Low income,Haiti,245.2165669,256.2456189,249.4322126,268.2919292,293.1867733,317.0763459,357.7968297,309.30349,386.7772914,396.6861392,439.944188,483.8736354,308.3713974,251.7528877,285.1188538,363.2655445,368.6318638,415.7707421,455.5418961,499.3029687,805.0256325,735.5211179,692.0301629,542.3335961,667.2825464,781.2766578,804.5245119,1002.888487,1086.938192,1183.604854,1191.972664,1287.95465,1337.335946,1432.837618,1435.13647,1386.854191,1290.380508,1369.063734,1479.345827,1312.770636,1272.367992
HND,Latin America & Caribbean,Lower middle income,Honduras,1078.810346,1066.168742,1090.998237,1110.475663,1183.02593,1232.869615,1287.410739,1362.885102,1262.067151,1128.284091,993.4832532,911.7549816,942.6129447,913.3016313,836.6023818,936.6676543,887.6926123,948.9547702,1023.460734,1002.716922,1080.510472,1120.54996,1122.0886,1145.497946,1204.479826,1296.694784,1420.134396,1572.064888,1727.793682,1777.272802,1891.158589,2073.90437,2129.521439,2088.097206,2190.653139,2286.203037,2326.297278,2436.671636,2492.868968,2556.456891,2389.012431
HKG,East Asia & Pacific,High income,"Hong Kong SAR, China",5700.412634,5991.320261,6133.784079,5595.235139,6208.226159,6542.931537,7435.030698,9071.332602,10609.74564,12097.77516,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36730.8767,38403.77771,40315.28556,42431.88828,43731.10682,46165.85651,48542.68187,48354.47337,46323.86344
HUN,Europe & Central Asia,High income,Hungary,,,,,,,,,,,,3350.258323,3735.10582,3873.987723,4173.373024,4494.707624,4525.039103,4596.182622,4744.212264,4793.478522,4624.281657,5276.033189,6655.333009,8421.103313,10303.70419,11225.93258,11493.10041,13944.97101,15777.19202,13081.79264,13223.083,14240.2575,12989.18028,13719.95054,14298.83367,12720.71202,13107.37791,14623.69665,16427.37276,16735.65978,15980.74089
ISL,Europe & Central Asia,High income,Iceland,14821.81418,15137.25384,13711.73593,11671.80906,11959.53988,12361.18694,16406.04785,22453.18802,24451.97313,22434.34656,25384.91475,26802.98932,27124.27427,23579.79514,24018.63118,26633.59114,27614.87334,27919.16355,31030.0536,32381.62524,32096.37226,28897.44394,32409.21615,39476.69785,47334.93065,56794.85016,57492.93425,69495.72674,56943.37045,41301.27322,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74469.80406,68941.46223,59270.18005
IND,South Asia,Lower middle income,India,266.5778508,270.4706009,274.1113337,291.2381101,276.6679583,296.43515,310.4659328,340.4168345,354.1492482,346.1128885,367.5566089,303.0556077,316.9539272,301.1590023,346.1029514,373.7664808,399.9500747,415.4937978,413.2989322,441.9987604,443.3141938,451.5729973,470.9867868,546.7266135,627.7742417,714.8610154,806.7532806,1028.334772,998.5223415,1101.960838,1357.563727,1458.104066,1443.882435,1449.610451,1573.885642,1605.605445,1732.554242,1980.66702,1996.915087,2100.751461,1927.707823
IDN,East Asia & Pacific,Lower middle income,Indonesia,491.5795329,566.5777185,583.6698355,512.9591111,525.3339435,516.9609902,474.8591605,442.2154853,481.781485,530.0032545,585.0765629,631.7828578,681.9383856,827.9052662,912.2032939,1026.393436,1137.410101,1063.712376,463.9481582,671.0986097,780.1902047,748.2576087,900.1775881,1065.64852,1150.261367,1263.287332,1589.801489,1860.002811,2166.854231,2261.247309,3122.362673,3643.047176,3694.35934,3623.927241,3491.637491,3331.695115,3562.816334,3837.578024,3893.859578,4135.201531,3869.588427
IRN,Middle East & North Africa,Upper middle income,"Iran, Islamic Rep.",2441.440618,2499.988439,3008.145921,3583.329219,3568.655486,3805.581767,4244.690326,2617.70064,2318.464457,2197.956148,2214.327688,,,1067.307587,1185.686421,1569.255447,1932.805016,1804.336763,1723.835367,1756.896803,1670.009674,1909.412306,1911.678649,2253.935835,2756.198822,3246.051122,3774.358055,4904.666183,5717.314148,5709.948293,6599.660938,7781.405801,7927.844908,6018.3229,5585.525604,4904.327315,5253.42656,5520.314782,3598.483454,3114.622753,2422.480657
IRQ,Middle East & North Africa,Upper middle income,Iraq,3850.264419,2693.156529,2936.59679,2747.965495,3090.004177,3112.995764,2970.786753,3492.276687,3773.375417,3873.619309,10356.90305,22.79534531,30.08638701,54.44157978,204.2723883,639.9231244,502.028676,968.5291421,932.3097306,1617.467894,2058.264401,1494.388802,1320.734706,854.8252808,1391.963489,1855.522348,2373.209448,3182.841351,4636.639325,3853.82862,4657.280269,6045.494567,6836.073995,7076.552265,6637.684375,4688.318017,4550.658638,4985.452879,5915.850854,5980.626918,4145.862936
IRL,Europe & Central Asia,High income,Ireland,6372.437775,5986.154109,6160.638293,5915.241772,5692.027386,6011.735546,8112.171363,9581.913086,10715.87028,11175.8166,14031.30257,14087.20744,15714.38475,14657.06155,15902.92968,19158.45648,20835.89771,22551.11391,24294.85477,26329.21443,26269.18162,28257.93859,32550.27907,41112.74822,47666.54708,50914.03129,54283.68178,61318.46603,61103.51347,51927.23096,48607.94052,52108.83323,49028.82739,51518.3881,55525.89725,61987.551,62818.96636,69601.68388,79068.97461,80886.61574,85267.76474
IMN,Europe & Central Asia,High income,Isle of Man,,,,,,,,,,,,,,,,12681.61415,14036.08285,15991.22782,18450.48294,20624.8028,20322.68202,21351.11694,24864.43629,29522.27779,35494.66734,37766.67954,42107.83723,54196.30173,70986.30133,65029.01975,69767.34336,77349.22524,79148.33225,83357.13268,92334.64631,85126.97047,82197.12677,83477.83429,89112.66772,86481.55259,
ISR,Middle East & North Africa,High income,Israel,,,,,,,,,,,,,,,,18143.4991,19357.10935,19663.03842,19427.07799,19129.19479,21061.48228,20316.24805,18439.64616,18991.37985,19910.61067,20585.13861,21853.14024,24952.54759,29650.77025,27780.46372,30780.02382,33775.512,32667.60687,36499.45611,37847.64994,35808.43643,37330.2618,40774.12961,42063.45313,43951.24773,44168.94364
ITA,Europe & Central Asia,High income,Italy,8456.918974,7622.833328,7556.523437,7832.575387,7739.715284,7990.686566,11315.01518,14234.72864,15744.66126,16386.66221,20825.78422,21956.52977,23243.47453,18738.7639,19337.6309,20664.55227,23081.60468,21829.34582,22318.1373,21997.62432,20087.59199,20483.21599,22270.14412,27465.6753,31259.7165,32043.14037,33501.65817,37822.66524,40778.34274,37079.75867,36000.52012,38599.06221,35053.52624,35549.9747,35518.41529,30230.2263,30939.71425,32326.67421,34605.26273,33641.63375,31714.22095
JAM,Latin America & Caribbean,Upper middle income,Jamaica,1238.839069,1356.016631,1474.235401,1593.184998,1029.136715,899.2567575,1168.097303,1383.761704,1602.195824,1832.758909,1897.690884,1683.331431,1436.567481,2189.528292,2173.165848,2596.010121,2889.781119,3250.895306,3368.194716,3375.674975,3392.123878,3437.655517,3609.203331,3480.511665,3733.798671,4103.601637,4331.292053,4623.747897,4928.126409,4335.178411,4704.04776,5111.465987,5209.859264,4989.734089,4834.284009,4907.927415,4843.7499,5070.099503,5359.993789,5369.498371,4664.530242
JPN,East Asia & Pacific,High income,Japan,9463.353855,10360.17827,9575.607713,10421.21244,10978.91981,11576.69211,17113.26232,20748.99092,25059.00743,24822.77557,25371.46417,28915.0082,31414.98464,35681.96394,39933.51506,44197.6191,39150.03963,35638.23196,32423.75561,36610.16832,39169.35957,34406.18246,32820.79364,35387.03742,38298.98017,37812.89502,35991.546,35779.02454,39876.30397,41308.99684,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39400.73936,38891.08627,39808.16856,40777.6087,40193.25244
JOR,Middle East & North Africa,Upper middle income,Jordan,1644.256458,1778.870784,1825.832545,1841.874544,1783.726598,1721.977409,2122.97043,2157.097871,1927.559405,1241.698005,1166.61093,1155.234236,1335.287511,1334.228922,1414.338911,1466.044512,1463.887967,1494.510627,1600.397931,1619.535865,1651.621798,1720.361427,1802.055064,1876.259338,2044.963723,2183.394643,2513.028732,2735.378767,3455.769953,3559.692102,3736.645462,3852.890025,3910.346894,4044.426869,4131.44735,4164.108769,4175.356602,4231.51828,4308.151074,4405.487109,4282.765825
KAZ,Europe & Central Asia,Upper middle income,Kazakhstan,,,,,,,,,,,1647.463243,1514.923094,1515.737659,1429.078177,1316.183629,1288.188519,1350.30567,1445.503237,1468.669291,1130.117844,1229.001247,1490.92709,1658.030785,2068.123979,2874.288483,3771.278957,5291.575305,6771.414797,8458.017154,7165.223175,9070.488253,11634.0012,12386.69927,13890.63096,12807.26069,10510.77189,7714.841844,9247.581331,9812.626371,9812.595808,9122.23343
KEN,Sub-Saharan Africa,Lower middle income,Kenya,442.5428212,401.6961835,362.6218506,324.3965017,323.3733809,308.6487027,351.0294899,372.7798687,377.1553527,361.1546923,361.3282651,332.4188107,324.1373782,220.0697184,265.2323057,325.7789291,421.3391971,445.8772551,465.909801,414.6793098,397.4826588,395.3294716,389.5426302,429.787819,451.6687666,511.6163943,685.9544229,825.666555,902.0699578,1035.338787,1080.296184,1085.487152,1271.815383,1354.820833,1462.220052,1464.554009,1525.235192,1633.491216,1794.091175,1912.647867,1878.580703
KIR,East Asia & Pacific,Lower middle income,Kiribati,652.9201724,688.3379652,666.3502247,612.897464,657.3617116,502.0417322,489.8259877,499.802782,621.9999015,580.3853498,549.9010785,644.7808349,638.4896458,619.7200492,715.1950992,724.9218715,842.9911892,842.2392327,801.0843947,832.0247088,796.8032036,735.0691064,826.9168653,1015.667006,1131.152504,1214.635603,1168.473302,1374.395199,1428.134977,1312.023443,1516.76323,1734.903839,1788.691439,1715.814321,1642.820129,1542.616465,1584.738015,1640.571205,1727.845001,1601.861869,1653.540297
